id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
32940,Women Tshirts,8,pink,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,,,
32941,Women Tshirts,8,default,,regular,solid,solid,long sleeves,regular sleeves,,,
32942,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,,,
32943,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,,,
32944,Women Tshirts,8,multicolor,regular,regular,default,default,default,cuffed sleeves,,,
32945,Women Tshirts,8,default,boxy,crop,printed,funky print,default,,,,
32946,Women Tshirts,8,default,loose,long,printed,quirky,long sleeves,regular sleeves,,,
32947,Women Tshirts,8,yellow,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32948,Women Tshirts,8,black,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32949,Women Tshirts,8,black,boxy,regular,printed,graphic,long sleeves,cuffed sleeves,,,
32950,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,,,
32951,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,,,
32952,Women Tshirts,8,maroon,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32953,Women Tshirts,8,default,boxy,crop,printed,graphic,default,,,,
32954,Women Tshirts,8,black,boxy,crop,printed,graphic,default,,,,
32955,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,,,
32956,Women Tshirts,8,maroon,,crop,solid,solid,long sleeves,regular sleeves,,,
32957,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,,,
32958,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,,,
32959,Women Tshirts,8,pink,,regular,solid,solid,long sleeves,regular sleeves,,,
32960,Women Tshirts,8,default,,regular,solid,solid,long sleeves,regular sleeves,,,
32961,Women Tshirts,8,black,regular,long,printed,quirky,default,,,,
32962,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,,,
32963,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,,,
32964,Women Tshirts,8,yellow,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32965,Women Tshirts,8,multicolor,regular,regular,default,default,default,cuffed sleeves,,,
32966,Women Tshirts,8,maroon,boxy,regular,printed,graphic,long sleeves,cuffed sleeves,,,
32967,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,,,
32968,Women Tshirts,8,pink,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,,,
32969,Women Tshirts,8,black,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32970,Women Tshirts,8,pink,loose,long,printed,funky print,default,regular sleeves,,,
32971,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,,,
32972,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,,,
32973,Women Tshirts,8,yellow,loose,long,printed,funky print,default,regular sleeves,,,
32974,Women Tshirts,8,maroon,loose,long,printed,default,default,regular sleeves,,,
32975,Women Tshirts,8,yellow,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,,,
32976,Women Tshirts,8,default,,crop,printed,funky print,default,,,,
32977,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,,,
32978,Women Tshirts,8,yellow,regular,regular,solid,solid,long sleeves,cuffed sleeves,,,
32979,Women Tshirts,8,black,,crop,printed,quirky,default,,,,
32980,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,cuffed sleeves,,,
32981,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,,,
32982,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,,,
32983,Women Tshirts,8,multicolor,boxy,crop,printed,default,long sleeves,cuffed sleeves,,,
32984,Women Tshirts,8,black,loose,long,printed,funky print,default,regular sleeves,,,
32985,Women Tshirts,8,yellow,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32986,Women Tshirts,8,maroon,regular,regular,solid,solid,long sleeves,cuffed sleeves,,,
32987,Women Tshirts,8,pink,boxy,regular,printed,quirky,long sleeves,cuffed sleeves,,,
32988,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32989,Women Tshirts,8,pink,loose,long,printed,funky print,default,regular sleeves,,,
32990,Women Tshirts,8,yellow,,regular,solid,solid,long sleeves,regular sleeves,,,
32991,Women Tshirts,8,default,loose,long,printed,funky print,default,regular sleeves,,,
32992,Women Tshirts,8,default,,crop,printed,graphic,default,,,,
32993,Women Tshirts,8,black,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32994,Women Tshirts,8,default,,regular,solid,solid,long sleeves,cuffed sleeves,,,
32995,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,,,
32996,Women Tshirts,8,maroon,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32997,Women Tshirts,8,maroon,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
32998,Women Tshirts,8,yellow,,crop,printed,graphic,default,,,,
32999,Women Tshirts,8,pink,regular,crop,default,quirky,long sleeves,cuffed sleeves,,,
33000,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33001,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,,,
33002,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33003,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33004,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33005,Women Tshirts,8,default,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33006,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33007,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33008,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,regular sleeves,,,
33009,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,regular sleeves,,,
33010,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,,,
33011,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33012,Women Tshirts,8,pink,regular,crop,printed,graphic,default,,,,
33013,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33014,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33015,Women Tshirts,8,default,regular,crop,printed,funky print,default,,,,
33016,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,,,
33017,Women Tshirts,8,multicolor,regular,long,default,default,short sleeves,regular sleeves,,,
33018,Women Tshirts,8,white,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33019,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33020,Women Tshirts,8,multicolor,loose,long,printed,default,short sleeves,regular sleeves,,,
33021,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33022,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,,,
33023,Women Tshirts,8,black,loose,regular,printed,graphic,default,regular sleeves,,,
33024,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33025,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33026,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33027,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33028,Women Tshirts,8,yellow,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33029,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33030,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,,,
33031,Women Tshirts,8,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33032,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,,,
33033,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33034,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33035,Women Tshirts,8,maroon,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33036,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,,,
33037,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33038,Women Tshirts,8,black,regular,long,default,default,short sleeves,regular sleeves,,,
33039,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33040,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33041,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33042,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33043,Women Tshirts,8,multicolor,loose,regular,default,default,short sleeves,regular sleeves,,,
33044,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33045,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33046,Women Tshirts,8,black,loose,regular,default,default,short sleeves,regular sleeves,,,
33047,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33048,Women Tshirts,8,maroon,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33049,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33050,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33051,Women Tshirts,8,default,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33052,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33053,Women Tshirts,8,yellow,regular,crop,printed,funky print,default,,,,
33054,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33055,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33056,Women Tshirts,8,pink,,crop,solid,solid,short sleeves,regular sleeves,,,
33057,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33058,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33059,Women Tshirts,8,default,regular,crop,printed,funky print,default,,,,
33060,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33061,Women Tshirts,8,black,regular,long,default,default,short sleeves,regular sleeves,,,
33062,Women Tshirts,8,white,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33063,Women Tshirts,8,black,boxy,regular,printed,typography,long sleeves,cuffed sleeves,,,
33064,Women Tshirts,8,maroon,regular,regular,printed,graphic,long sleeves,cuffed sleeves,,,
33065,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33066,Women Tshirts,8,default,regular,regular,solid,solid,default,regular sleeves,,,
33067,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33068,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33069,Women Tshirts,8,white,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33070,Women Tshirts,8,default,,long,printed,graphic,short sleeves,,,,
33071,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,regular sleeves,,,
33072,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33073,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33074,Women Tshirts,8,black,regular,long,default,default,short sleeves,regular sleeves,,,
33075,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33076,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33077,Women Tshirts,8,default,boxy,crop,solid,solid,short sleeves,regular sleeves,,,
33078,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33079,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33080,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,,,
33081,Women Tshirts,8,black,boxy,crop,printed,solid,long sleeves,regular sleeves,,,
33082,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33083,Women Tshirts,8,pink,,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33084,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33085,Women Tshirts,8,maroon,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33086,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33087,Women Tshirts,8,yellow,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33088,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33089,Women Tshirts,8,maroon,regular,long,printed,funky print,default,regular sleeves,,,
33090,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,,,
33091,Women Tshirts,8,maroon,,crop,solid,solid,short sleeves,regular sleeves,,,
33092,Women Tshirts,8,pink,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33093,Women Tshirts,8,default,,regular,solid,solid,short sleeves,,,,
33094,Women Tshirts,8,multicolor,regular,regular,solid,solid,default,regular sleeves,,,
33095,Women Tshirts,8,default,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
33096,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,,,
33097,Women Tshirts,8,yellow,boxy,crop,printed,default,long sleeves,regular sleeves,,,
33098,Women Tshirts,8,black,,crop,solid,solid,long sleeves,regular sleeves,,,
33099,Women Tshirts,8,default,loose,long,printed,default,short sleeves,regular sleeves,,,
33100,Women Tshirts,8,black,boxy,crop,printed,quirky,default,regular sleeves,,,
33101,Women Tshirts,8,default,loose,regular,printed,solid,default,regular sleeves,,,
33102,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,regular sleeves,,,
33103,Women Tshirts,8,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,,,
33104,Women Tshirts,8,black,regular,regular,default,default,long sleeves,regular sleeves,,,
33105,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33106,Women Tshirts,8,maroon,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33107,Women Tshirts,8,default,regular,regular,printed,funky print,long sleeves,cuffed sleeves,,,
33108,Women Tshirts,8,black,,crop,solid,,long sleeves,cuffed sleeves,,,
33109,Women Tshirts,8,maroon,regular,long,printed,graphic,default,regular sleeves,,,
33110,Women Tshirts,8,black,,regular,solid,solid,short sleeves,,,,
33111,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,,,
33112,Women Tshirts,8,black,regular,regular,printed,quirky,long sleeves,cuffed sleeves,,,
33113,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33114,Women Tshirts,8,yellow,regular,crop,printed,funky print,default,,,,
33115,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33116,Women Tshirts,8,default,regular,long,default,default,short sleeves,regular sleeves,,,
33117,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33118,Women Tshirts,8,yellow,regular,regular,printed,quirky,long sleeves,cuffed sleeves,,,
33119,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33120,Women Tshirts,8,maroon,loose,long,printed,funky print,short sleeves,regular sleeves,,,
33121,Women Tshirts,8,maroon,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33122,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,,,
33123,Women Tshirts,8,default,loose,regular,default,default,short sleeves,regular sleeves,,,
33124,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,,,
33125,Women Tshirts,8,multicolor,regular,long,default,default,short sleeves,regular sleeves,,,
33126,Women Tshirts,8,default,,regular,solid,solid,short sleeves,,,,
33127,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,regular sleeves,,,
33128,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,,,
33129,Women Tshirts,8,black,regular,crop,printed,funky print,default,,,,
33130,Women Tshirts,8,yellow,loose,long,printed,typography,default,regular sleeves,,,
33131,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,,,
33132,Women Tshirts,8,pink,,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33133,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,,,
33134,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
33135,Women Tshirts,8,black,,crop,solid,solid,short sleeves,regular sleeves,,,
33136,Women Tshirts,8,black,regular,long,default,default,short sleeves,regular sleeves,,,
33137,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,,,
33138,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,,,
