id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
51680,Women Tops & Tunics,10,pink,regular,crop,square neck,casual,printed,floral,short sleeves,,ruffles
51681,Women Tops & Tunics,10,,regular,,,,,,long sleeves,,
51682,Women Tops & Tunics,10,,default,crop,,,default,,,sleeveless,applique
51683,Women Tops & Tunics,10,,fitted,,,,printed,default,,,
51684,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
51685,Women Tops & Tunics,10,,,,,casual,,solid,,default,
51686,Women Tops & Tunics,10,,,regular,stylised,casual,,,,puff sleeves,
51687,Women Tops & Tunics,10,pink,fitted,,round neck,casual,,solid,short sleeves,,
51688,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,default,long sleeves,regular sleeves,default
51689,Women Tops & Tunics,10,green,fitted,,round neck,casual,,,,,knitted
51690,Women Tops & Tunics,10,default,,,round neck,,,,long sleeves,,
51691,Women Tops & Tunics,10,default,regular,regular,default,party,solid,solid,long sleeves,default,
51692,Women Tops & Tunics,10,,,crop,high,,solid,,short sleeves,,
51693,Women Tops & Tunics,10,black,fitted,crop,sweetheart neck,casual,solid,solid,short sleeves,,default
51694,Women Tops & Tunics,10,default,fitted,regular,,,solid,,short sleeves,,
51695,Women Tops & Tunics,10,black,regular,crop,default,casual,printed,typography,short sleeves,regular sleeves,tie-ups
51696,Women Tops & Tunics,10,white,fitted,crop,default,casual,solid,solid,long sleeves,regular sleeves,knitted
51697,Women Tops & Tunics,10,default,regular,regular,round neck,,printed,graphic,short sleeves,,waist tie-ups
51698,Women Tops & Tunics,10,,,,,casual,solid,,,puff sleeves,
51699,Women Tops & Tunics,10,black,,crop,round neck,casual,,solid,,regular sleeves,
51700,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51701,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,tie-ups
51702,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
51703,Women Tops & Tunics,10,pink,default,regular,round neck,party,solid,solid,short sleeves,,ruffles
51704,Women Tops & Tunics,10,white,fitted,,high,,,,,,
51705,Women Tops & Tunics,10,peach,fitted,crop,high,casual,default,solid,short sleeves,default,knitted
51706,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,default
51707,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
51708,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
51709,Women Tops & Tunics,10,,regular,,,,,,,default,knitted
51710,Women Tops & Tunics,10,,fitted,,default,casual,,solid,,regular sleeves,
51711,Women Tops & Tunics,10,black,regular,,round neck,casual,default,default,,,tie-ups
51712,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,,knitted
51713,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
51714,Women Tops & Tunics,10,,,,,,default,,,puff sleeves,
51715,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51716,Women Tops & Tunics,10,white,,regular,,,,,short sleeves,,
51717,Women Tops & Tunics,10,,,,,casual,,,long sleeves,,
51718,Women Tops & Tunics,10,,default,,round neck,casual,,,short sleeves,,
51719,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
51720,Women Tops & Tunics,10,multicolor,regular,regular,round neck,party,printed,typography,three-quarter sleeves,regular sleeves,default
51721,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,long sleeves,,waist tie-ups
51722,Women Tops & Tunics,10,red,default,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51723,Women Tops & Tunics,10,white,fitted,crop,,casual,solid,solid,sleeveless,sleeveless,
51724,Women Tops & Tunics,10,peach,fitted,crop,,,solid,solid,sleeveless,,
51725,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
51726,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted
51727,Women Tops & Tunics,10,black,,,,,solid,solid,short sleeves,,
51728,Women Tops & Tunics,10,blue,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
51729,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
51730,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
51731,Women Tops & Tunics,10,,,,square neck,,solid,,short sleeves,,
51732,Women Tops & Tunics,10,maroon,,,round neck,casual,printed,solid,three-quarter sleeves,regular sleeves,
51733,Women Tops & Tunics,10,green,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
51734,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,,
51735,Women Tops & Tunics,10,default,regular,,round neck,casual,,solid,,regular sleeves,knitted
51736,Women Tops & Tunics,10,pink,,,,,solid,,long sleeves,,
51737,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
51738,Women Tops & Tunics,10,white,,crop,,casual,,default,,regular sleeves,
51739,Women Tops & Tunics,10,,,,square neck,,,,short sleeves,,
51740,Women Tops & Tunics,10,,,,square neck,,solid,solid,,,
51741,Women Tops & Tunics,10,white,regular,crop,v-neck,casual,solid,solid,short sleeves,default,
51742,Women Tops & Tunics,10,,regular,,stylised,,,solid,,puff sleeves,
51743,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
51744,Women Tops & Tunics,10,pink,fitted,crop,square neck,casual,solid,solid,sleeveless,sleeveless,
51745,Women Tops & Tunics,10,,,,sweetheart neck,,,solid,,,knitted
51746,Women Tops & Tunics,10,default,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
51747,Women Tops & Tunics,10,black,,regular,v-neck,,solid,,short sleeves,default,knitted
51748,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,typography,long sleeves,default,applique
51749,Women Tops & Tunics,10,black,regular,regular,high,casual,default,default,short sleeves,regular sleeves,
51750,Women Tops & Tunics,10,default,regular,,,,solid,solid,,,
51751,Women Tops & Tunics,10,pink,,,,,,,,regular sleeves,
51752,Women Tops & Tunics,10,default,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
51753,Women Tops & Tunics,10,black,,,,,solid,,long sleeves,,
51754,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
51755,Women Tops & Tunics,10,black,regular,crop,,casual,printed,typography,three-quarter sleeves,,
51756,Women Tops & Tunics,10,,,,square neck,,,,,,
51757,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
51758,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
51759,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,
51760,Women Tops & Tunics,10,red,regular,regular,default,casual,printed,quirky,three-quarter sleeves,regular sleeves,
51761,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
51762,Women Tops & Tunics,10,multicolor,fitted,regular,,casual,printed,default,long sleeves,regular sleeves,
51763,Women Tops & Tunics,10,yellow,default,,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
51764,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,printed,solid,short sleeves,regular sleeves,knitted
51765,Women Tops & Tunics,10,,,regular,,,solid,,long sleeves,regular sleeves,knitted
51766,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
51767,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
51768,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,knitted
51769,Women Tops & Tunics,10,,,crop,,,,,,default,default
51770,Women Tops & Tunics,10,peach,fitted,crop,round neck,,,solid,short sleeves,default,knitted
51771,Women Tops & Tunics,10,multicolor,fitted,regular,square neck,casual,printed,default,short sleeves,regular sleeves,knitted
51772,Women Tops & Tunics,10,pink,default,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
51773,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
51774,Women Tops & Tunics,10,default,regular,,,casual,solid,,,,
51775,Women Tops & Tunics,10,,fitted,,,casual,,,long sleeves,regular sleeves,knitted
51776,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,
51777,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51778,Women Tops & Tunics,10,white,,regular,,,,solid,long sleeves,,knitted
51779,Women Tops & Tunics,10,green,fitted,,,casual,,solid,,regular sleeves,knitted
51780,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,long sleeves,,knitted
51781,Women Tops & Tunics,10,,regular,regular,round neck,,,,,puff sleeves,
51782,Women Tops & Tunics,10,maroon,regular,regular,default,casual,solid,solid,short sleeves,default,
51783,Women Tops & Tunics,10,yellow,fitted,regular,high,party,solid,solid,long sleeves,regular sleeves,ruffles
51784,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
51785,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,solid,short sleeves,regular sleeves,knitted
51786,Women Tops & Tunics,10,,regular,,,casual,,solid,short sleeves,default,
51787,Women Tops & Tunics,10,white,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
51788,Women Tops & Tunics,10,multicolor,default,crop,,casual,solid,solid,sleeveless,,
51789,Women Tops & Tunics,10,,fitted,,high,,,,,regular sleeves,
51790,Women Tops & Tunics,10,,,crop,round neck,,,solid,long sleeves,,knitted
51791,Women Tops & Tunics,10,peach,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
51792,Women Tops & Tunics,10,green,,,round neck,,,solid,long sleeves,,
51793,Women Tops & Tunics,10,black,,crop,round neck,casual,solid,solid,,regular sleeves,
51794,Women Tops & Tunics,10,,,,,,,solid,,puff sleeves,
51795,Women Tops & Tunics,10,,,,sweetheart neck,,,solid,,,knitted
51796,Women Tops & Tunics,10,navy blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51797,Women Tops & Tunics,10,black,fitted,,square neck,casual,,solid,,,knitted
51798,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
51799,Women Tops & Tunics,10,white,,,,,solid,,,,
51800,Women Tops & Tunics,10,white,,,,,printed,,,,
51801,Women Tops & Tunics,10,,default,,,,default,,three-quarter sleeves,,
51802,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
51803,Women Tops & Tunics,10,pink,regular,,,,solid,solid,,,
51804,Women Tops & Tunics,10,,regular,,,,,solid,short sleeves,puff sleeves,
51805,Women Tops & Tunics,10,,,crop,high,,default,,,,
51806,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,graphic,long sleeves,default,
51807,Women Tops & Tunics,10,,,,v-neck,,,,short sleeves,,
51808,Women Tops & Tunics,10,default,regular,crop,round neck,,,,long sleeves,,knitted
51809,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
51810,Women Tops & Tunics,10,black,regular,,,,,,,,
51811,Women Tops & Tunics,10,green,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
51812,Women Tops & Tunics,10,maroon,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51813,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
51814,Women Tops & Tunics,10,red,fitted,crop,high,casual,,,,,
51815,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51816,Women Tops & Tunics,10,default,,,,,,,,,
51817,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,solid,sleeveless,sleeveless,
51818,Women Tops & Tunics,10,,,crop,round neck,,solid,solid,,default,
51819,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
51820,Women Tops & Tunics,10,black,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,
51821,Women Tops & Tunics,10,,,,default,,printed,,,,
51822,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,knitted
51823,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
51824,Women Tops & Tunics,10,pink,,,,casual,,,,,
51825,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
51826,Women Tops & Tunics,10,navy blue,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
51827,Women Tops & Tunics,10,blue,,,,,default,,sleeveless,,applique
51828,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,default,
51829,Women Tops & Tunics,10,,,,square neck,,,,long sleeves,,
51830,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
51831,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
51832,Women Tops & Tunics,10,white,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
51833,Women Tops & Tunics,10,,,,square neck,casual,printed,solid,long sleeves,,
51834,Women Tops & Tunics,10,pink,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,
51835,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51836,Women Tops & Tunics,10,,,,,,,,sleeveless,,
51837,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,,solid,,puff sleeves,ruffles
51838,Women Tops & Tunics,10,black,default,regular,,casual,,default,,default,
51839,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,default
51840,Women Tops & Tunics,10,maroon,,,,,,,,default,knitted
51841,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
51842,Women Tops & Tunics,10,green,default,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51843,Women Tops & Tunics,10,default,,regular,,,solid,solid,three-quarter sleeves,,
51844,Women Tops & Tunics,10,default,,crop,,,,,,regular sleeves,
51845,Women Tops & Tunics,10,,regular,,round neck,,,,,puff sleeves,
51846,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
51847,Women Tops & Tunics,10,pink,default,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
51848,Women Tops & Tunics,10,,regular,,,,,,long sleeves,,
51849,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51850,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
51851,Women Tops & Tunics,10,,fitted,,square neck,casual,,,,,
51852,Women Tops & Tunics,10,,,regular,high,casual,printed,,long sleeves,,
51853,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,typography,sleeveless,sleeveless,
51854,Women Tops & Tunics,10,black,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,,
51855,Women Tops & Tunics,10,pink,fitted,crop,high,casual,solid,solid,short sleeves,puff sleeves,
51856,Women Tops & Tunics,10,default,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,applique
51857,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default
51858,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,,short sleeves,,
51859,Women Tops & Tunics,10,yellow,regular,crop,round neck,,printed,typography,short sleeves,regular sleeves,applique
51860,Women Tops & Tunics,10,,,,sweetheart neck,,,,,,knitted
51861,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,
51862,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,solid,short sleeves,regular sleeves,
51863,Women Tops & Tunics,10,,,regular,high,,,solid,,regular sleeves,
51864,Women Tops & Tunics,10,white,fitted,regular,square neck,,,,,puff sleeves,
51865,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
