id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
7787,Sarees,10,default,zari,,default,party,tassels and latkans,same as saree,default,checked,no
7788,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7789,Sarees,10,,zari,big border,pink,traditional,default,zari woven,zari woven,ethnic motif,no
7790,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,yes
7791,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7792,Sarees,10,same as saree,temple border,big border,navy blue,party,,zari woven,solid,solid,yes
7793,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
7794,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
7795,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7796,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7797,Sarees,10,,woven design,big border,multicolor,wedding,,,zari woven,ethnic motif,no
7798,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
7799,Sarees,10,,zari,big border,cream,party,,,zari woven,peacock,no
7800,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
7801,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
7802,Sarees,10,same as border,woven design,small border,default,traditional,,same as saree,default,ethnic motif,no
7803,Sarees,10,,default,small border,default,party,,,default,floral,yes
7804,Sarees,10,,woven design,,multicolor,daily,,,,,no
7805,Sarees,10,,woven design,big border,cream,party,,,woven design,ethnic motif,no
7806,Sarees,10,,zari,small border,white,party,,,zari woven,floral,yes
7807,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7808,Sarees,10,default,woven design,small border,default,party,,zari woven,default,default,no
7809,Sarees,10,,woven design,,multicolor,wedding,,,,,no
7810,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
7811,Sarees,10,same as saree,temple border,big border,white,traditional,,same as saree,zari woven,default,no
7812,Sarees,10,default,default,,default,party,,same as saree,default,default,no
7813,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
7814,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
7815,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7816,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
7817,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
7818,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
7819,Sarees,10,,zari,,multicolor,daily,,same as saree,zari woven,default,no
7820,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,yes
7821,Sarees,10,,zari,small border,white,traditional,,,zari woven,elephant,no
7822,Sarees,10,same as border,zari,small border,default,party,jacquard,zari woven,solid,solid,yes
7823,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
7824,Sarees,10,,default,,default,,,,,,no
7825,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7826,Sarees,10,,solid,big border,cream,traditional,,,woven design,floral,no
7827,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
7828,Sarees,10,,woven design,small border,default,traditional,,same as saree,zari woven,default,no
7829,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
7830,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7831,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7832,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
7833,Sarees,10,,zari,small border,default,traditional,,,zari woven,default,no
7834,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
7835,Sarees,10,,woven design,big border,default,wedding,,same as saree,default,default,no
7836,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
7837,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
7838,Sarees,10,,woven design,,multicolor,daily,,,,,no
7839,Sarees,10,same as saree,woven design,small border,default,wedding,,same as saree,default,default,no
7840,Sarees,10,,zari,big border,pink,traditional,,,zari woven,checked,no
7841,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
7842,Sarees,10,,woven design,big border,multicolor,wedding,,zari woven,zari woven,default,no
7843,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
7844,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
7845,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
7846,Sarees,10,,woven design,small border,cream,party,,,woven design,floral,no
7847,Sarees,10,,woven design,,multicolor,daily,,,,,no
7848,Sarees,10,default,zari,big border,pink,traditional,,zari woven,zari woven,botanical,no
7849,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
7850,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
7851,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7852,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7853,Sarees,10,,temple border,small border,white,traditional,,,zari woven,peacock,yes
7854,Sarees,10,default,zari,big border,navy blue,party,,zari woven,solid,solid,yes
7855,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7856,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
7857,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,yes
7858,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,solid,solid,yes
7859,Sarees,10,default,woven design,small border,default,wedding,,,zari woven,ethnic motif,no
7860,Sarees,10,,woven design,,multicolor,wedding,,,,,no
7861,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7862,Sarees,10,same as saree,woven design,,default,traditional,,same as saree,zari woven,ethnic motif,no
7863,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,
7864,Sarees,10,same as border,woven design,big border,multicolor,daily,,default,woven design,default,no
7865,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7866,Sarees,10,same as border,zari,big border,default,party,,same as saree,solid,solid,no
7867,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
7868,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
7869,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
7870,Sarees,10,same as border,zari,small border,green,traditional,default,default,woven design,default,no
7871,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7872,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
7873,Sarees,10,default,no border,no border,default,party,,same as saree,zari woven,default,no
7874,Sarees,10,,,,,,,zari woven,zari woven,,
7875,Sarees,10,default,woven design,big border,default,wedding,,,zari woven,default,no
7876,Sarees,10,,woven design,,multicolor,wedding,,,,,no
7877,Sarees,10,,default,small border,default,traditional,,zari woven,zari woven,default,no
7878,Sarees,10,,woven design,,multicolor,party,,zari woven,zari woven,default,no
7879,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,zari woven,zari woven,peacock,no
7880,Sarees,10,,zari,small border,white,traditional,,,zari woven,elephant,no
7881,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7882,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
7883,Sarees,10,,woven design,,,,,,,,
7884,Sarees,10,default,woven design,,default,traditional,,zari woven,zari woven,ethnic motif,no
7885,Sarees,10,same as saree,default,small border,default,traditional,,,zari woven,default,no
7886,Sarees,10,,solid,small border,white,party,,,zari woven,peacock,no
7887,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7888,Sarees,10,,,,,traditional,jacquard,,,,
7889,Sarees,10,,zari,big border,green,traditional,tassels and latkans,,zari woven,default,no
7890,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7891,Sarees,10,same as saree,zari,small border,default,daily,tassels and latkans,same as saree,zari woven,floral,no
7892,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
7893,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
7894,Sarees,10,same as border,woven design,small border,default,wedding,,,zari woven,ethnic motif,no
7895,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
7896,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
7897,Sarees,10,,zari,big border,default,traditional,,,zari woven,default,no
7898,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7899,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
7900,Sarees,10,same as border,woven design,big border,multicolor,daily,,,zari woven,ethnic motif,no
7901,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
7902,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7903,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
7904,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
7905,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
7906,Sarees,10,,woven design,big border,green,daily,,,,,no
7907,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,no
7908,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7909,Sarees,10,same as saree,default,,default,party,,,default,,no
7910,Sarees,10,same as border,woven design,,default,party,,,zari woven,ethnic motif,no
7911,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,yes
7912,Sarees,10,,temple border,big border,yellow,traditional,,,woven design,ethnic motif,no
7913,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
7914,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
7915,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
7916,Sarees,10,,zari,big border,default,traditional,,,woven design,floral,no
7917,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
7918,Sarees,10,same as saree,woven design,small border,default,party,,,zari woven,default,no
7919,Sarees,10,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,printed,checked,no
7920,Sarees,10,same as saree,zari,no border,white,daily,default,zari woven,zari woven,default,no
7921,Sarees,10,default,woven design,big border,default,,,,zari woven,default,no
7922,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7923,Sarees,10,solid,zari,big border,default,daily,jacquard,default,solid,solid,no
7924,Sarees,10,same as saree,solid,small border,white,daily,,same as saree,,default,no
7925,Sarees,10,,woven design,,multicolor,wedding,,,,,no
7926,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
7927,Sarees,10,,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
7928,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
7929,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
7930,Sarees,10,,zari,big border,white,party,,,zari woven,floral,no
7931,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
7932,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
7933,Sarees,10,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
7934,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
7935,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
7936,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
7937,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
7938,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
7939,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
7940,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,yes
7941,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,yes
7942,Sarees,10,,woven design,,multicolor,traditional,,,,,no
7943,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
7944,Sarees,10,,solid,small border,cream,party,,,woven design,floral,no
7945,Sarees,10,,,big border,default,party,,zari woven,zari woven,default,no
7946,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
7947,Sarees,10,default,woven design,big border,multicolor,wedding,,same as saree,zari woven,default,no
7948,Sarees,10,same as saree,temple border,small border,cream,party,default,woven design,zari woven,peacock,no
7949,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
7950,Sarees,10,,woven design,,multicolor,wedding,,,,,no
7951,Sarees,10,same as saree,woven design,small border,white,party,,,zari woven,elephant,no
7952,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
